id,code
1680,T253-3A
1681,T251-1A
1682,T248-1A
1683,T249-3A
1684,T163-2A
1685,S53-4570
1686,T212-3A
1687,T216-1A
1688,T252-1A
1689,F1-352
1690,T174-2A
1691,T100-3A
1692,T221-4A
1693,T55-1A
1694,FAA-401
1695,T208-1A
1696,T218-4A
1697,T219-1A
1698,T106-1A
1699,T240-2A
1700,C23-4886
1701,T209-2A
1702,FAA-403
1703,T74-1A
1704,T212-1A
1705,T226-1A
1706,C2-5229
1707,FAA-319
1708,T246-4A
1709,F1-355
1710,T221-2A
1711,T167-1A
1712,T249-4A
1713,T68-2A
1714,T209-1A
1715,T163-1A
1716,T163-2A
1717,C15-4790
1718,T55-1A
1719,T213-2A
1720,T174-2A
1721,T208-1A
1722,S5256
1723,F1-355
1724,T253-3A
1725,T221-1A
1726,T209-2A
1727,T167-1A
1728,T221-3A
1729,F1-352
1730,T251-1A
1731,FAA-104
1732,FAA-319
1733,S5261s
1734,T152-1A
1735,S5262s
1736,S5345s
1737,S5270s
1738,F1-122
1739,S5321s
1740,T70-1A
1741,S5255s
1742,F1-332
1743,T237-1A
1744,FAA-101
1745,F1-313
1746,S5300s
1747,S5260s
1748,FAA-126
1749,FAA-100
1750,FAA-115
1751,F1-305
1752,S5335s
1753,S5303s
1754,F1-311
1755,S5268s
1756,T231-1A
1757,T244-1A
1758,T236-2A
1759,T224-1A
1760,S5272s
1761,S5289s
1762,S5317s
1763,S5282s
1764,S5273s
1765,S5286s
1766,S5346s
1767,S5328s
1768,S5334s
1769,S5319s
1770,S5305s
1771,F1-319
1772,S5337s
1773,S5285s
1774,S5324s
1775,S5294s
1776,S5343s
1777,S5336s
1778,S5325s
1779,F1-359
1780,S5284s
1781,T217-1A
1782,S5344s
1783,S5350s
1784,S5349s
1785,FAA-130
1786,FAA-128
1787,FAA-116
1788,FAA-318
1789,FAA-316
1790,FAA-315
1791,FAA-312
1792,FAA-120
1793,FAA-124
1794,FAA-122
1795,FAA-117
1796,FAA-118
1797,F1-228
1798,FA302
1799,F1-343
1800,T235-1A
1801,F1-354
1802,F1-318
1803,T232-1A
1804,T227-1A
1805,T218-4A
1806,T216-1A
1807,S5253s
1808,F1-218
1809,T252-1A
1810,T219-1A
1811,T218-2A
1812,T221-2A
1813,F1-2111
1814,S5301s
1815,F1-322
1816,T240-1A
1817,FAA-310
1818,T220-1A
1819,S5281s
1820,T233-1A
1821,T226-2A
1822,T218-1A
1823,S5276s
1824,F1-330
1825,S5266s
1826,S5291s
1827,S5332s
1828,FAA-314
1829,S5331s
1830,FAA-301
1831,FAA-307
1832,FAA-309
1833,FAA-306
1834,FAA-303
1835,FAA-108
1836,FAA-111
1837,FAA-112
1838,FAA-305
1839,FAA-110
1840,FAA-308
1841,FAA-113
1842,FAA-114
1843,FAA-300
1844,FAA-304
1845,FAA-302
1846,S6-4447
1847,F1-315
1848,T249-2A
1849,T246-2A
1850,F1-2060
1851,T248-1A
1852,T246-4A
1853,T240-2A
1854,T249-3A
1855,T226-1A
1856,S5302s
1857,T249-4A
1858,T249-1A
1859,S5304s
1860,T234-1A
1861,S5254s
1862,FAA-509
1863,S5322s
1864,S5269s
1865,T230-1A
1866,FAA-502
1867,FAA-508
1868,T248-2A
1869,T247-2A
1870,S5329s
1871,S5296s
1872,FAA-511
1873,S5308s
1874,FAA-510
1875,FAA-501
1876,FAA-500
1877,FAA-503
1878,FAA-504
1879,FAA-505
1880,FAA-506
1881,FAA-507
1882,F1-CPP
1883,S9-4454
1884,S25-4493
1885,T105-1A
1886,C27-4527
1887,F1-407
1888,F1-509
1889,T106-1A
1890,T212-2A
1891,T100-3A
1892,C23-4886
1893,T106-2A
1894,T212-3A
1895,FAA-401
1896,T212-1A
1897,FAA-400
1898,T104-3A
1899,C28-4890
1900,FAA-403
1901,S17-4472
1902,S5-4974
1903,FAA-990
1904,T236-1A
1905,T239-3A
1906,S5252s
1907,T241-1A
1908,T239-1A
1909,F1-309
1910,T239-4A
1911,FAA-604
1912,FAA-600
1913,T239-2A
1914,FAA-602
1915,F1-342
1916,S5280s
1917,S5309s
1918,S5265s
1919,S5292s
1920,T255-2A
1921,FAA-603
1922,FAA-601
1923,S5333s
1924,S5348s
1925,T238-2A
1926,T225-2A
1927,F1-306
1928,S5274s
1929,S5267s
1937,T235-2A
1938,T242-3A
1939,T240-3A
1940,T242-4A
1941,T242-2A
1942,T229-3A
1943,S5251s
1944,T223-1A
1945,S5264s
1946,T226-3A
1947,T242-1A
1948,S5279s
1949,T230-3A
1950,T232-3A
1951,FAA-901
1952,T236-3A
1953,FAA-903
1954,S5275s
1955,S5326s
1956,T243-1A
1957,FAA-902
1958,FAA-900
1959,FAA-905
1960,FAA-906
1961,FAA-904
1962,FAA-950
1963,FAA-951
1964,FAA-952
1965,FAA-954
